Variable1;Valor1;Variable2;Valor2;Variable3;Valor3;Variable4;Valor4;Variable5;Valor5;PERIODO;VALOR
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2012M11;13.854.509
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2012M10;23.909.187
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2012M09;32.045.387
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2012M08;40.581.091
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2012M07;37.395.658
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2012M06;30.243.838
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2012M05;24.628.932
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2012M04;21.445.224
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2012M03;17.393.498
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2012M02;14.163.457
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2012M01;12.600.203
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2011M12;13.044.798
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2011M11;14.674.921
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2011M10;24.764.256
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2011M09;32.099.863
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2011M08;41.694.917
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2011M07;37.980.214
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2011M06;30.704.218
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2011M05;24.670.723
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2011M04;22.618.769
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2011M03;18.086.818
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2011M02;14.238.644
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2011M01;12.183.118
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2010M12;12.778.595
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2010M11;14.363.392
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2010M10;23.976.893
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2010M09;29.696.355
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2010M08;39.085.826
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2010M07;34.909.440
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2010M06;27.357.010
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2010M05;23.982.979
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2010M04;19.843.019
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2010M03;16.752.851
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2010M02;13.108.750
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2010M01;11.308.373
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2009M12;12.030.368
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2009M11;13.255.271
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2009M10;21.752.259
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2009M09;27.387.006
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2009M08;36.192.581
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2009M07;32.764.251
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2009M06;26.082.353
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2009M05;22.661.503
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2009M04;19.591.068
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2009M03;15.536.341
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2009M02;12.527.991
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2009M01;11.203.819
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2008M12;11.946.130
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2008M11;13.685.099
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2008M10;22.253.202
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2008M09;29.305.643
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2008M08;37.945.216
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2008M07;34.559.658
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2008M06;27.737.509
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2008M05;25.060.656
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2008M04;19.300.764
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2008M03;19.216.126
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2008M02;14.831.691
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2008M01;12.710.146
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2007M12;13.356.493
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2007M11;15.289.839
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2007M10;23.476.804
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2007M09;30.142.242
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2007M08;38.132.493
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2007M07;34.315.590
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2007M06;28.459.008
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2007M05;23.486.608
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2007M04;21.690.169
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2007M03;17.428.802
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2007M02;13.555.040
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2007M01;12.356.394
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2006M12;13.141.207
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2006M11;14.269.663
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2006M10;23.372.257
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2006M09;29.918.731
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2006M08;37.636.214
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2006M07;34.105.558
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2006M06;27.996.368
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2006M05;23.734.897
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2006M04;21.185.887
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2006M03;16.370.344
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2006M02;13.221.070
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2006M01;12.075.662
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2005M12;11.572.418
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2005M11;13.162.420
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2005M10;22.163.277
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2005M09;28.313.666
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2005M08;35.857.571
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2005M07;31.022.067
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2005M06;25.042.689
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2005M05;22.318.874
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2005M04;16.480.644
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2005M03;16.184.767
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2005M02;12.430.710
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2005M01;11.088.055
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2004M12;11.384.786
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2004M11;12.294.550
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2004M10;21.180.295
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2004M09;26.878.757
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2004M08;34.472.302
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2004M07;29.131.986
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2004M06;23.776.940
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2004M05;20.624.722
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2004M04;17.537.681
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2004M03;14.731.784
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2004M02;12.278.676
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2004M01;10.404.685
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2003M12;10.426.118
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2003M11;11.600.240
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2003M10;19.635.547
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2003M09;25.943.815
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2003M08;33.851.008
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2003M07;28.557.092
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2003M06;24.047.255
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2003M05;20.977.540
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2003M04;17.483.719
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2003M03;14.414.114
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2003M02;11.135.676
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2003M01;10.088.783
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2002M12;10.267.810
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2002M11;11.536.070
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2002M10;19.395.671
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2002M09;25.483.036
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2002M08;32.147.463
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2002M07;27.712.422
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2002M06;22.781.459
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2002M05;20.427.391
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2002M04;15.757.341
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2002M03;15.746.849
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2002M02;11.501.625
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2002M01;9.797.644
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2001M12;10.051.397
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2001M11;11.920.037
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2001M10;20.014.768
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2001M09;26.584.837
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2001M08;32.004.309
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2001M07;28.657.024
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2001M06;23.896.573
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2001M05;21.063.744
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2001M04;18.085.751
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2001M03;14.516.657
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2001M02;11.753.586
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2001M01;10.132.886
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2000M12;10.325.261
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2000M11;11.871.141
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2000M10;20.400.125
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2000M09;26.175.432
Tipo de dato;Dato base;TIPO DE CATEGORIA;Total categorías;RESIDENCIA/ORIGEN;Total;Total Nacional;Total Nacional;Concepto turístico;Pernoctaciones;2000M08;31.282.474
