id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
625748137775759734,Villa Encantada - Ideal Property Mallorca,65697804,Ideal Property Mallorca,,Alcúdia,39.819462,3.112817,Entire home/apt,372,1,11,2024-08-31,0.35,228,126,2,ETV/15686
625829471705908319,Villa Can Lucas,131594018,Mallorca Holiday Properties,,Alcúdia,39.860035,3.149204,Entire home/apt,400,30,0,,,69,364,0,
625843796729934671,Mas i Reus 10 - Ideal Property Mallorca,65697804,Ideal Property Mallorca,,Alcúdia,39.831684,3.11278,Entire home/apt,71,1,27,2024-10-21,0.88,228,249,10,ETVPL/15806
625961803486679766,288 Villa Vernissa Etv/5920 by Mallorca Charme,3893191,Mallorca Charme Home Rentals,,Santa Margalida,39.72897,3.1064,Entire home/apt,253,1,0,,,81,106,0,ETV/5920
625969115544049182,Can Gabriela,198477307,Chris,,Selva,39.75465,2.90013,Entire home/apt,809,7,0,,,7,264,0,ETV/5527
625976016246008270,Finca Finesse,198477307,Chris,,Andratx,39.56018,2.37816,Entire home/apt,2995,7,0,,,7,336,0,ETV/11250
625993378877415261,Villa Cas Home,372494748,Villafy Mallorca,,Búger,39.75525,2.98874,Entire home/apt,218,1,5,2024-09-15,0.25,81,134,3,ETV/1488
626054197565590664,Townhouse S’Aracco,458938947,Bridgette,,Andratx,39.577656,2.392604,Entire home/apt,175,2,5,2024-07-25,0.28,1,357,1,927/2021/ETV
627206040197443291,Casa con encanto en sierra de tramuntana,242519919,Jesús,,Mancor de la Vall,39.74906,2.87656,Entire home/apt,216,3,17,2024-09-30,0.59,2,365,9,
627294620324622956,Dream Flat in Cala Fornells with Oceanview & Pool,101012268,Armin,,Calvià,39.53503,2.44593,Entire home/apt,138,5,56,2024-11-27,1.81,1,314,29,
627369347705768799,Pi Casa „Villa mit Pool +Meerblick „,459191714,Katja,,Llucmajor,39.36725,2.84914,Entire home/apt,286,5,34,2024-10-27,1.12,1,227,16,ETV 2365
627566269515605465,H - Lovely apartment in Boutique Hotel,235652935,Natalia,,Manacor,39.55408,3.31619,Entire home/apt,143,1,3,2024-09-29,0.17,9,166,2,AG/086/BAL
627571825945908926,Ca - Lovely Apartment in Boutique Hotel,235652935,Natalia,,Manacor,39.55474,3.31605,Entire home/apt,143,1,5,2024-08-29,0.16,9,181,3,AG/086/BAL
627573752177756099,J - Lovely Apartment in Boutique Hotel,235652935,Natalia,,Manacor,39.55389,3.31818,Entire home/apt,143,1,2,2023-09-22,0.10,9,207,0,AG/086/BAL
627584980587705782,Cn - Lovely Two Bedroom Apartment in a Boutique Hotel,235652935,Natalia,,Manacor,39.55379,3.31766,Entire home/apt,172,1,0,,,9,161,0,AG/086/BAL
