id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1133857843645171596,Corazón de Triana Sevilla.,84667776,María,Triana,Triana Casco Antiguo,37.38517569773313,-6.003725901246071,Private room,144,1,6,2024-11-03,0.73,1,269,6,Exempt
1133984075167481568,Duplex Alameda Soho,209748933,Mariano,Casco Antiguo,San Lorenzo,37.39913,-5.99474,Entire home/apt,,3,1,2024-09-25,0.31,58,0,1,VFT/SE/09943
1134683987931198202,Habitación en Sevilla,572233392,Jesús,Palmera - Bellavista,Bellavista,37.32539310770404,-5.968150086700916,Private room,40,1,14,2024-11-10,1.69,1,262,14,Exempt
1134910607658815409,Savio Eco Living,137955044,Rubén,San Pablo - Santa Justa,San José Obrero,37.39680639865189,-5.976462915515268,Entire home/apt,112,2,7,2024-10-23,0.83,3,347,7,VFT/SE/09530
1135244352383444521,Luxury House in Seville Centre,182169184,Eduardo,Casco Antiguo,San Bartolomé,37.3878112,-5.9866806,Entire home/apt,1007,1,7,2024-12-28,0.91,60,0,7,VFT/SE/00832
1135257508627413595,Vivienda turística Garcí Pérez,572387912,Europea De Colaboracion S.L.,Casco Antiguo,San Bartolomé,37.3881297,-5.986375499999999,Private room,256,1,37,2024-12-11,4.72,3,319,37,VFT/SE/12539
1135602229014351639,Plaza de Toros/Catedral,570419342,Juan,Casco Antiguo,Arenal,37.38459585021017,-5.99663244232788,Entire home/apt,130,2,17,2024-12-08,2.12,2,24,17,VUT/SE12675
1136277624576436127,"Center of Seville! 5* Luxury Apt in ""La Magdalena""",2300263,Bradford,Casco Antiguo,Alfalfa,37.39045,-5.99693,Entire home/apt,337,1,57,2024-12-23,7.81,5,331,57,VFT/SE/11635
1136747907229604145,FB9 FIBES Apartamento reformado con aparcamiento,314183929,Macarena Home,Este - Alcosa - Torreblanca,no asignado,37.407175064,-5.932849728,Entire home/apt,117,1,7,2024-11-16,0.85,4,341,7,A/SE/00449
1137134940652092510,Habitación Privada Centro,189203635,Juan Antonio,Casco Antiguo,San Vicente,37.396971,-5.998317,Private room,150,1,2,2024-06-01,0.24,4,270,2,Exempt
