periodo,pais_residencia,gasto_medio_diario,gasto_medio_persona,duracion_media_viaje
2023-05-01,Reino Unido,173.0,1045.0,6.03
2023-05-01,Otros,226.0,1480.0,6.55
2023-06-01,Alemania,167.0,1155.0,6.91
2023-06-01,Francia,137.0,817.0,5.98
2023-06-01,Italia,147.0,813.0,5.52
2023-06-01,Paises Nordicos,167.0,1343.0,8.03
2023-06-01,Reino Unido,168.0,1109.0,6.6
2023-06-01,Otros,236.0,1585.0,6.72
2023-07-01,Alemania,165.0,1223.0,7.43
2023-07-01,Francia,131.0,945.0,7.21
2023-07-01,Italia,152.0,935.0,6.17
2023-07-01,Paises Nordicos,175.0,1648.0,9.42
2023-07-01,Reino Unido,194.0,1293.0,6.67
2023-07-01,Otros,227.0,1625.0,7.16
2023-08-01,Alemania,150.0,1222.0,8.17
2023-08-01,Francia,122.0,997.0,8.2
2023-08-01,Italia,162.0,1076.0,6.64
2023-08-01,Paises Nordicos,170.0,1545.0,9.11
2023-08-01,Reino Unido,180.0,1332.0,7.41
2023-08-01,Otros,206.0,1572.0,7.62
2023-09-01,Alemania,163.0,1170.0,7.17
2023-09-01,Francia,115.0,842.0,7.33
2023-09-01,Italia,169.0,872.0,5.15
2023-09-01,Paises Nordicos,180.0,1340.0,7.45
2023-09-01,Reino Unido,170.0,1156.0,6.81
2023-09-01,Otros,230.0,1517.0,6.61
2023-10-01,Alemania,160.0,1178.0,7.35
2023-10-01,Francia,114.0,795.0,6.98
2023-10-01,Italia,142.0,857.0,6.02
2023-10-01,Paises Nordicos,165.0,1331.0,8.07
2023-10-01,Reino Unido,170.0,1127.0,6.65
2023-10-01,Otros,233.0,1522.0,6.52
2023-11-01,Alemania,157.0,1278.0,8.16
2023-11-01,Francia,109.0,746.0,6.83
2023-11-01,Italia,135.0,909.0,6.75
2023-11-01,Paises Nordicos,163.0,1569.0,9.63
2023-11-01,Reino Unido,166.0,1125.0,6.78
2023-11-01,Otros,208.0,1531.0,7.37
2023-12-01,Alemania,131.0,1409.0,10.74
2023-12-01,Francia,97.0,746.0,7.7
2023-12-01,Italia,108.0,1049.0,9.71
2023-12-01,Paises Nordicos,147.0,1611.0,10.96
2023-12-01,Reino Unido,151.0,1196.0,7.94
2023-12-01,Otros,177.0,1655.0,9.33
2024-01-01,Alemania,131.0,1357.0,10.39
2024-01-01,Francia,100.0,765.0,7.66
2024-01-01,Italia,136.0,842.0,6.18
2024-01-01,Paises Nordicos,152.0,1480.0,9.76
2024-01-01,Reino Unido,152.0,1284.0,8.43
2024-01-01,Otros,185.0,1633.0,8.8
2024-02-01,Alemania,149.0,1393.0,9.34
2024-02-01,Francia,115.0,769.0,6.71
2024-02-01,Italia,133.0,950.0,7.16
2024-02-01,Paises Nordicos,164.0,1572.0,9.59
2024-02-01,Reino Unido,155.0,1235.0,7.99
2024-02-01,Otros,214.0,1559.0,7.29
2024-03-01,Alemania,162.0,1328.0,8.22
2024-03-01,Francia,120.0,757.0,6.34
2024-03-01,Italia,144.0,857.0,5.96
2024-03-01,Paises Nordicos,157.0,1617.0,10.3
2024-03-01,Reino Unido,168.0,1134.0,6.75
2024-03-01,Otros,214.0,1670.0,7.79
2024-04-01,Alemania,167.0,1232.0,7.36
2024-04-01,Francia,126.0,751.0,5.95
2024-04-01,Italia,151.0,806.0,5.32
2024-04-01,Paises Nordicos,153.0,1468.0,9.57
2024-04-01,Reino Unido,177.0,1089.0,6.15
2024-04-01,Otros,224.0,1468.0,6.55
2024-05-01,Alemania,178.0,1146.0,6.44
2024-05-01,Francia,141.0,772.0,5.49
2024-05-01,Italia,185.0,819.0,4.42
2024-05-01,Paises Nordicos,171.0,1331.0,7.8
2024-05-01,Reino Unido,184.0,1147.0,6.24
2024-05-01,Otros,248.0,1560.0,6.29
2024-06-01,Alemania,176.0,1209.0,6.86
2024-06-01,Francia,130.0,823.0,6.34
2024-06-01,Italia,145.0,859.0,5.92
2024-06-01,Paises Nordicos,162.0,1404.0,8.66
2024-06-01,Reino Unido,169.0,1163.0,6.89
2024-06-01,Otros,244.0,1626.0,6.66
2024-07-01,Alemania,171.0,1336.0,7.83
2024-07-01,Francia,132.0,929.0,7.06
2024-07-01,Italia,167.0,993.0,5.95
2024-07-01,Paises Nordicos,185.0,1669.0,9.02
2024-07-01,Reino Unido,198.0,1384.0,6.99
2024-07-01,Otros,228.0,1666.0,7.31
2024-08-01,Alemania,177.0,1338.0,7.58
2024-08-01,Francia,135.0,1019.0,7.55
2024-08-01,Italia,180.0,1104.0,6.13
2024-08-01,Paises Nordicos,166.0,1609.0,9.72
2024-08-01,Reino Unido,190.0,1428.0,7.52
2024-08-01,Otros,222.0,1646.0,7.42
2024-09-01,Alemania,172.0,1257.0,7.3
2024-09-01,Francia,122.0,929.0,7.62
2024-09-01,Italia,162.0,891.0,5.52
2024-09-01,Paises Nordicos,190.0,1366.0,7.2
2024-09-01,Reino Unido,181.0,1200.0,6.63
2024-09-01,Otros,237.0,1532.0,6.48
2024-10-01,Alemania,169.0,1276.0,7.56
2024-10-01,Francia,122.0,791.0,6.51
2024-10-01,Italia,135.0,898.0,6.67
2024-10-01,Paises Nordicos,176.0,1420.0,8.06
2024-10-01,Reino Unido,173.0,1188.0,6.85
2024-10-01,Otros,239.0,1620.0,6.79
2024-11-01,Alemania,157.0,1470.0,9.39
2024-11-01,Francia,98.0,775.0,7.91
2024-11-01,Italia,148.0,890.0,6.02
2024-11-01,Paises Nordicos,166.0,1711.0,10.32
2024-11-01,Reino Unido,169.0,1156.0,6.82
2024-11-01,Otros,223.0,1601.0,7.19
2024-12-01,Alemania,149.0,1524.0,10.26
2024-12-01,Francia,98.0,781.0,7.94
2024-12-01,Italia,104.0,1047.0,10.11
2024-12-01,Paises Nordicos,151.0,1767.0,11.68
2024-12-01,Reino Unido,166.0,1219.0,7.35
2024-12-01,Otros,191.0,1751.0,9.18
2025-01-01,Alemania,138.0,1473.0,10.65
2025-01-01,Francia,103.0,850.0,8.24
2025-01-01,Italia,138.0,830.0,6.02
2025-01-01,Paises Nordicos,165.0,1721.0,10.43
2025-01-01,Reino Unido,161.0,1270.0,7.89
2025-01-01,Otros,193.0,1634.0,8.48
